adversario,altura,ano_nascimento,assistencias,bloqueios,carrinhos,chutes_certos,chutes_total,cidade_nascimento,codigo,cruzamentos,faltas_cometidas,faltas_sofridas,gols,impedimentos,nome,pais_nascimento,passes,peso,posicao,roubadas,time
Iran,1.80,"2 January, 1981",0,0,0,0,0,Rosario,348535,0,0,0,0,0,Maxi Rodríguez,Argentina,0,74,Midfielder,0,Argentina
Iran,1.81,"27 June, 1980",0,0,0,0,0,Cordoba,368530,0,0,0,0,0,Hugo Campagnaro,Argentina,0,85,Defender,0,Argentina
Iran,1.77,"22 February, 1986",0,0,0,0,0,Mendoza,372417,0,0,0,0,0,Enzo Pérez,Argentina,0,77,Midfielder,0,Argentina
Iran,1.88,"3 April, 1984",0,0,0,0,0,Tres Sargentos,373592,0,0,0,0,0,José María Basanta,Argentina,0,78,Defender,0,Argentina
Iran,1.77,"10 April, 1986",0,0,0,0,0,Buenos Aires,375263,0,0,0,0,0,Augusto Fernández,Argentina,0,74,Midfielder,0,Argentina
Iran,1.88,"12 April, 1988",0,0,0,0,0,Buenos Aires,454635,0,0,0,0,0,Ricardo Álvarez,Argentina,0,84,Midfielder,0,Argentina
Argentina,1.86,"6 September, 1983",0,5,1,0,0,Ahvaz,481709,2,0,0,0,0,Pejman Montazeri,Iran,19,78,Defender,4,Iran
Argentina,1.85,"3 February, 1982",0,2,0,0,2,Bandar Anzali,473970,0,0,0,0,0,Jalal Hosseini,Iran,3,80,Defender,4,Iran
Argentina,1.85,"6 September, 1981",0,2,0,0,0,Tehran,360095,0,0,0,0,0,Amir Hossein Sadeghi,Iran,7,78,Defender,0,Iran
Argentina,1.80,"26 February, 1987",0,1,3,0,0,Karaj,493161,1,0,1,0,0,Mehrdad Pooladi,Iran,8,70,Defender,5,Iran
Argentina,1.78,"6 March, 1983",0,0,2,0,0,Tehran,346183,0,2,1,0,0,Andranik Timotian,Iran,14,73,Midfielder,8,Iran
Argentina,1.88,"7 September, 1980",0,0,0,0,0,Shahr-e-Rey,348756,0,1,0,0,0,Javad Nekounam,Iran,18,78,Midfielder,10,Iran
Argentina,1.82,"5 July, 1986",0,0,2,1,1,Tehran,345653,3,1,2,0,1,Ashkan Dejagah,Iran,12,79,Forward,6,Iran
Argentina,1.85,"9 June, 1984",0,0,4,0,0,Shiraz,473978,0,5,1,0,0,Masoud Shojaei,Iran,10,73,Forward,9,Iran
Argentina,1.77,"25 February, 1990",0,0,2,0,2,Kashan,473977,3,0,0,0,0,Ehsan Haji Safi,Iran,11,64,Midfielder,6,Iran
Argentina,1.81,"20 September, 1987",0,0,1,3,3,Mashhad,351427,1,5,2,0,0,Reza Ghoochannejhad,Iran,13,76,Forward,4,Iran
Argentina,1.75,"14 September, 1983",0,0,0,0,0,Tehran,493155,1,0,0,0,0,Khosro Heydari,Iran,2,61,Forward,0,Iran
Argentina,1.90,"1 February, 1989",0,0,0,0,0,Mashhad,826260,0,0,0,0,0,Reza Haghighi,Iran,2,80,Midfielder,0,Iran
Argentina,1.81,"11 August, 1993",0,0,0,0,0,Jirandeh,740234,0,0,0,0,0,Alireza Jahanbakhsh,Iran,3,78,Forward,0,Iran
Argentina,1.89,"20 October, 1982",0,0,0,0,0,Ahvaz,473975,0,0,0,0,0,Ahmad Alnameh,Iran,0,78,Defender,0,Iran
Argentina,1.80,"22 January, 1984",0,0,0,0,0,Shiraz,481672,0,0,0,0,0,Hashem Beikzadeh,Iran,0,78,Midfielder,0,Iran
Argentina,1.78,"1 February, 1987",0,0,0,0,0,San Jose,537093,0,0,0,0,0,Steven Beitashour,United States,0,77,Defender,0,Iran
Argentina,1.78,"12 July, 1983",0,0,0,0,0,Esfahan,539244,0,0,0,0,0,Ghasem Hadadifar,Iran,0,66,Midfielder,0,Iran
Argentina,1.82,"16 September, 1986",0,0,0,0,0,Bushehr,566432,0,0,0,0,0,Hossein Mahini,Iran,0,70,Defender,0,Iran
Argentina,1.79,"23 September, 1991",0,0,0,0,0,Sarpol-e Zahab,569580,0,0,0,0,0,Bakhtiar Rahmani,Iran,0,74,Midfielder,0,Iran
Argentina,1.85,"3 April, 1990",0,0,0,0,0,Ardabil,583648,0,0,0,0,0,Karim Ansarifard,Iran,0,65,Forward,0,Iran
Iran,1.92,"22 February, 1987",0,0,0,0,0,Bernardo de Irigoyen,373844,0,0,0,0,0,Sergio Romero,Argentina,0,88,Goalkeeper,0,Argentina
Iran,1.90,"26 July, 1981",0,0,0,0,0,Haedo,371264,0,0,0,0,0,Agustín Orión,Argentina,0,83,Goalkeeper,0,Argentina
Iran,1.94,"30 July, 1983",0,0,0,0,0,Buenos Aires,375130,0,0,0,0,0,Mariano Andújar,Argentina,0,88,Goalkeeper,0,Argentina
Argentina,1.93,"6 January, 1988",0,0,0,0,0,Giessen,505368,0,0,0,0,0,Daniel Davari,West Germany,0,85,Goalkeeper,0,Iran
Argentina,1.82,"30 July, 1980",0,0,0,0,0,Noshahr,590168,0,0,0,0,0,Rahman Ahmadi,Iran,0,77,Goalkeeper,0,Iran
Ghana,1.92,"3 September, 1988",0,1,0,0,0,Berlin,376673,1,0,0,0,0,Jerome Boateng,West Germany,22,90,Defender,1,Germany
Ghana,1.98,"29 September, 1984",0,2,1,0,0,Hannover,345605,0,0,0,0,0,Per Mertesacker,West Germany,67,90,Defender,8,Germany
Ghana,1.92,"16 December, 1988",0,2,1,0,0,Bensberg,351086,0,1,1,0,0,Mats Hummels,West Germany,62,90,Defender,16,Germany
Ghana,1.87,"29 February, 1988",1,2,2,0,0,Haltern,378278,0,0,1,0,0,Benedikt Howedes,West Germany,36,80,Defender,10,Germany
Ghana,1.89,"4 April, 1987",0,0,1,1,1,Stuttgart,345802,1,3,2,0,0,Sami Khedira,West Germany,48,85,Midfielder,2,Germany
Ghana,1.70,"11 November, 1983",0,1,0,0,0,Munich,345573,1,0,2,0,0,Philipp Lahm,West Germany,75,66,Midfielder,6,Germany
Ghana,1.82,"4 January, 1990",0,0,3,1,3,Greifswald,397482,4,1,5,0,0,Toni Kroos,East Germany,86,78,Midfielder,4,Germany
Ghana,1.80,"15 October, 1988",0,2,0,0,0,Gelsenkirchen,345762,8,0,1,0,0,Mesut Özil,West Germany,38,76,Midfielder,2,Germany
Ghana,1.86,"13 September, 1989",1,2,0,1,1,Weilheim,461803,5,2,1,0,1,Thomas Müller,West Germany,28,75,Forward,1,Germany
Ghana,1.76,"3 June, 1992",0,1,0,2,2,Memmingen,505351,3,2,0,1,0,Mario Götze,Germany,30,64,Forward,3,Germany
Ghana,1.82,"9 June, 1978",0,0,0,1,2,Opole,345428,1,1,0,1,0,Miroslav Klose,Poland,2,84,Forward,2,Germany
Ghana,1.84,"17 April, 1992",0,0,1,0,0,Bad Hersfeld,499547,2,1,0,0,0,Shkodran Mustafi,Germany,30,82,Defender,3,Germany
Ghana,1.83,"1 August, 1984",0,0,0,0,2,Kolbermoor,345535,1,0,3,0,0,Bastian Schweinsteiger,West Germany,26,79,Midfielder,1,Germany
Ghana,1.80,"4 June, 1985",0,0,0,0,0,Gliwice,345608,0,0,0,0,0,Lukas Podolski,Poland,0,83,Forward,0,Germany
Ghana,1.86,"19 July, 1988",0,0,0,0,0,Dortmund,468085,0,0,0,0,0,Kevin Großkreutz,West Germany,0,72,Defender,0,Germany
Ghana,1.84,"6 November, 1990",0,0,0,0,0,Ludwigshafen,504595,0,0,0,0,0,André Schurrle,Germany,0,63,Forward,0,Germany
Ghana,1.89,"19 February, 1991",0,0,0,0,0,Solingen,564033,0,0,0,0,0,Christoph Kramer,Germany,0,82,Midfielder,0,Germany
Ghana,1.85,"20 September, 1993",0,0,0,0,0,Gladbeck,585825,0,0,0,0,0,Julian Draxler,Germany,0,74,Midfielder,0,Germany
Ghana,1.87,"19 January, 1994",0,0,0,0,0,Freiburg,640301,0,0,0,0,0,Matthias Ginter,Germany,0,85,Defender,0,Germany
Ghana,1.83,"12 May, 1992",0,0,0,0,0,Pirmasens,660536,0,0,0,0,0,Erik Durm,Germany,0,73,Defender,0,Germany
Germany,1.68,"24 July, 1986",1,0,0,0,0,Kumasi,533440,5,0,1,0,0,Harrison Afful,Ghana,56,83,Defender,12,Ghana
Germany,1.85,"23 April, 1987",0,0,1,0,0,Accra,508854,0,0,0,0,0,John Boye,Ghana,25,72,Defender,1,Ghana
Germany,1.82,"13 July, 1990",0,1,2,0,1,Accra,545667,0,0,0,0,0,Jonathan Mensah,Ghana,40,83,Defender,12,Ghana
Germany,1.68,"9 December, 1988",0,0,2,1,1,Accra,446775,2,0,3,0,0,Kwadwo Asamoah,Ghana,47,78,Midfielder,11,Ghana
Germany,1.79,"27 August, 1984",1,0,3,1,3,Konongo,346563,2,4,3,0,0,Sulley Muntari,Ghana,36,76,Midfielder,13,Ghana
Germany,1.89,"31 December, 1989",0,0,2,0,0,Accra,555210,0,4,2,0,0,Mohammed Rabiu,Ghana,20,70,Midfielder,2,Ghana
Germany,1.65,"10 January, 1992",0,1,1,2,2,Ada Foah,618262,1,2,0,0,1,Christian Atsu,Ghana,25,68,Midfielder,3,Ghana
Germany,1.82,"6 March, 1987",0,0,0,0,1,Berlin,345691,1,2,0,0,0,Kevin-Prince Boateng,West Germany,15,86,Forward,0,Ghana
Germany,1.75,"17 December, 1989",0,0,1,2,3,Lille,397830,1,1,1,1,0,André Ayew,France,19,72,Midfielder,5,Ghana
Germany,1.86,"22 November, 1985",0,0,0,1,4,Accra,346879,3,1,1,1,2,Asamoah Gyan,Ghana,14,77,Forward,0,Ghana
Germany,1.73,"2 December, 1990",0,0,0,0,1,Seikwa,533446,0,0,0,0,0,Emmanuel Agyemang-Badu,Ghana,7,79,Midfielder,1,Ghana
Germany,1.82,"11 September, 1991",0,0,0,3,3,Marseille,527802,0,1,0,0,1,Jordan Ayew,France,7,80,Forward,2,Ghana
Germany,1.71,"25 July, 1990",0,1,1,0,1,Tamale,476984,0,2,0,0,1,Mubarak Wakaso,Ghana,7,72,Midfielder,0,Ghana
Germany,1.80,"3 December, 1982",0,0,0,0,0,Accra,346104,0,0,0,0,0,Michael Essien,Ghana,0,85,Midfielder,0,Ghana
Germany,1.85,"13 December, 1987",0,0,0,0,0,Lambeth,441046,0,0,0,0,0,Albert Adomah,England,0,74,Midfielder,0,Ghana
Germany,1.79,"1 June, 1989",0,0,0,0,0,Sekondi-Takoradi,533452,0,0,0,0,0,Samuel Inkoom,Ghana,0,75,Defender,0,Ghana
Germany,1.72,"18 October, 1990",0,0,0,0,0,Accra,551863,0,0,0,0,0,Daniel Opare,Ghana,0,73,Defender,0,Ghana
Germany,1.79,"5 January, 1992",0,0,0,0,0,Accra,561661,0,0,0,0,0,Afriyie Acquah,Ghana,0,70,Midfielder,0,Ghana
Germany,1.72,"19 September, 1991",0,0,0,0,0,Tamale,583025,0,0,0,0,0,Majeed Waris,Ghana,0,70,Forward,0,Ghana
Germany,1.82,"18 December, 1992",0,0,0,0,0,Cape Coast,723261,0,0,0,0,0,Rashid Sumaila,Ghana,0,80,Defender,0,Ghana
Ghana,1.93,"27 March, 1986",0,0,0,0,0,Gelsenkirchen-Buer,345666,0,0,0,0,0,Manuel Neuer,West Germany,0,92,Goalkeeper,0,Germany
Ghana,1.88,"6 August, 1980",0,0,0,0,0,Diez,345366,0,0,0,0,0,Roman Weidenfeller,West Germany,0,85,Goalkeeper,0,Germany
Ghana,1.87,"12 February, 1989",0,0,0,0,0,Cologne,375927,0,0,0,0,0,Ron-Robert Zieler,West Germany,0,83,Goalkeeper,0,Germany
Germany,1.90,"12 December, 1987",0,0,0,0,0,Oslo,482076,0,0,0,0,0,Adam Kwarasey,Norway,0,84,Goalkeeper,0,Ghana
Germany,1.77,"28 September, 1984",0,0,0,0,0,Khumasi,545664,0,0,0,0,0,Stephen Adams,Ghana,0,78,Goalkeeper,0,Ghana
Bosnia-Herzegovina,1.90,"18 October, 1988",0,0,2,0,0,Kaduna,392604,4,1,0,0,0,Efe Ambrose,Nigeria,36,70,Defender,7,Nigeria
Bosnia-Herzegovina,1.85,"6 September, 1980",0,3,2,0,0,Kano,346040,0,0,0,0,0,Joseph Yobo,Nigeria,19,85,Defender,10,Nigeria
Bosnia-Herzegovina,1.84,"14 September, 1990",0,1,3,0,0,Ilorin,656341,1,1,2,0,0,Juwon Oshaniwa,Nigeria,14,69,Defender,5,Nigeria
Bosnia-Herzegovina,1.85,"17 October, 1993",0,1,3,0,0,Jos,604558,0,0,0,0,0,Kenneth Omeruo,Nigeria,22,71,Defender,16,Nigeria
Bosnia-Herzegovina,1.68,"25 December, 1992",0,0,6,2,5,Lagos,655435,1,2,0,0,0,Ogenyi Onazi,Nigeria,38,73,Midfielder,7,Nigeria
Bosnia-Herzegovina,1.88,"22 April, 1987",0,0,2,0,1,Jos,330396,1,1,0,0,0,John Obi Mikel,Nigeria,47,86,Midfielder,16,Nigeria
Bosnia-Herzegovina,1.76,"14 October, 1992",0,0,1,3,3,Bukuru,575271,2,1,1,0,1,Ahmed Musa,Nigeria,9,62,Forward,4,Nigeria
Bosnia-Herzegovina,1.81,"15 July, 1981",0,1,5,3,4,Tashkent,347710,0,2,0,1,0,Peter Odemwingie,USSR,43,79,Forward,15,Nigeria
Bosnia-Herzegovina,1.65,"24 December, 1992",0,0,4,2,2,Lagos,735699,0,0,2,0,2,Michael Babatunde,Nigeria,20,72,Forward,3,Nigeria
Bosnia-Herzegovina,1.82,"10 May, 1987",1,0,2,3,4,Otuocha,608424,2,0,1,0,0,Emmanuel Emenike,Nigeria,24,90,Forward,5,Nigeria
Bosnia-Herzegovina,1.88,"12 October, 1981",0,0,1,0,0,Zaria,345955,0,1,1,0,0,Shola Ameobi,Nigeria,9,95,Forward,2,Nigeria
Bosnia-Herzegovina,1.68,"23 March, 1988",0,0,0,0,1,Aba,656358,0,0,0,0,0,Ejike Uzoenyi,Nigeria,0,62,Midfielder,0,Nigeria
Bosnia-Herzegovina,1.77,"12 December, 1990",0,0,0,0,0,Lagos,416523,0,0,0,0,0,Victor Moses,Nigeria,0,73,Midfielder,0,Nigeria
Bosnia-Herzegovina,1.94,"3 February, 1990",0,0,0,0,0,Enugu,537661,0,0,0,0,0,Okechukwu Uchebo,Nigeria,0,85,Forward,0,Nigeria
Bosnia-Herzegovina,1.77,"17 September, 1991",0,0,0,0,0,Lagos,604564,0,0,0,0,0,Uche Nwofor,Nigeria,0,75,Forward,0,Nigeria
Bosnia-Herzegovina,1.70,"12 December, 1992",0,0,0,0,0,Abuya,604572,0,0,0,0,0,Ramón Azeez,Nigeria,0,70,Midfielder,0,Nigeria
Bosnia-Herzegovina,1.95,"16 July, 1989",0,0,0,0,0,Lafia,656343,0,0,0,0,0,Azubuike Egwuekwe,Nigeria,0,91,Defender,0,Nigeria
Bosnia-Herzegovina,1.84,"25 September, 1990",0,0,0,0,0,Kaduna,656351,0,0,0,0,0,Ruben Gabriel,Nigeria,0,86,Midfielder,0,Nigeria
Bosnia-Herzegovina,1.87,"30 April, 1991",0,0,0,0,0,indefinido,735697,0,0,0,0,0,Ebenezer Odunlami,Nigeria,0,70,Defender,0,Nigeria
Nigeria,1.84,"28 March, 1984",0,1,1,0,0,Zagreb,504588,3,2,2,0,0,Mensur Mujdza,Yugoslavia,34,77,Midfielder,3,Bosnia-Herzegovina
Nigeria,1.92,"15 December, 1988",0,11,2,0,0,Mostar,567405,1,1,0,0,0,Toni Sunjic,Yugoslavia,43,93,Defender,8,Bosnia-Herzegovina
Nigeria,1.83,"18 August, 1980",0,1,4,0,0,Dubrovnik,415209,0,0,1,0,0,Emir Spahic,Yugoslavia,48,77,Defender,17,Bosnia-Herzegovina
Nigeria,1.80,"2 April, 1990",0,0,0,2,2,Tuzla,401342,3,0,3,0,1,Miralem Pjanic,Yugoslavia,65,68,Midfielder,6,Bosnia-Herzegovina
Nigeria,1.77,"10 September, 1992",0,0,10,1,2,Berlin,568441,2,3,0,0,0,Muhamed Besic,Germany,69,78,Midfielder,8,Bosnia-Herzegovina
Nigeria,1.77,"4 August, 1991",0,0,0,1,1,Brugg,544471,0,0,1,0,0,Izet Hajrovic,Switzerland,25,71,Midfielder,1,Bosnia-Herzegovina
Nigeria,1.83,"18 January, 1986",0,0,3,0,0,Mostar,457028,2,0,1,0,0,Senad Lulic,Yugoslavia,21,75,Midfielder,2,Bosnia-Herzegovina
Nigeria,1.92,"17 March, 1986",0,0,0,4,7,Doboj,400160,0,0,1,0,1,Edin Dzeko,Yugoslavia,18,80,Forward,1,Bosnia-Herzegovina
Nigeria,1.89,"6 August, 1984",0,0,1,2,3,Vlasenica,345645,0,0,0,0,0,Vedad Ibisevic,Yugoslavia,7,82,Forward,0,Bosnia-Herzegovina
Nigeria,1.84,"16 August, 1989",0,0,0,0,0,Velika Kladusa,401897,0,0,0,0,0,Anel Hadzic,Yugoslavia,0,73,Midfielder,0,Bosnia-Herzegovina
Nigeria,1.85,"26 September, 1985",0,0,0,0,0,Kotor Varos,418066,0,0,0,0,0,Senijad Ibricic,Yugoslavia,0,79,Midfielder,0,Bosnia-Herzegovina
Nigeria,1.82,"6 March, 1986",0,0,0,0,0,Tesanj,457509,0,0,0,0,0,Avdija Vrsajevic,Yugoslavia,0,75,Midfielder,0,Bosnia-Herzegovina
Nigeria,1.85,"24 January, 1990",0,0,0,0,0,Zvornik,505388,0,0,0,0,0,Ermin Bicakcic,Yugoslavia,0,83,Defender,0,Bosnia-Herzegovina
Nigeria,1.86,"24 October, 1989",0,0,0,0,0,Banja Luka,561086,0,0,0,0,0,Ognjen Vranjes,Yugoslavia,0,74,Defender,0,Bosnia-Herzegovina
Nigeria,1.72,"17 February, 1990",0,0,0,0,0,Olovo,620075,0,0,0,0,0,Edin Visca,Yugoslavia,0,67,Forward,0,Bosnia-Herzegovina
Nigeria,1.83,"20 June, 1993",0,0,0,0,0,Karlsruhe,644835,0,0,0,0,0,Sead Kolasinac,Germany,0,82,Defender,0,Bosnia-Herzegovina
Bosnia-Herzegovina,1.85,"29 August, 1982",0,0,0,0,0,Kaduna,367871,0,0,0,0,0,Vincent Enyeama,Nigeria,0,87,Goalkeeper,0,Nigeria
Bosnia-Herzegovina,1.86,"8 April, 1984",0,0,0,0,0,Onitsha,367870,0,0,0,0,0,Austin Ejide,Nigeria,0,90,Goalkeeper,0,Nigeria
Bosnia-Herzegovina,1.87,"28 November, 1984",0,0,0,0,0,Abuja,622285,0,0,0,0,0,Chigozie Agbim,Nigeria,0,83,Goalkeeper,0,Nigeria
Nigeria,1.98,"15 May, 1986",0,0,0,0,0,Tupkovic,462632,0,0,0,0,0,Jasmin Fejzic,Yugoslavia,0,95,Goalkeeper,0,Bosnia-Herzegovina
Nigeria,1.90,"13 May, 1981",0,0,0,0,0,Breza,578835,0,0,0,0,0,Asmir Avdukic,Yugoslavia,0,86,Goalkeeper,0,Bosnia-Herzegovina
Russia,1.86,"2 March, 1989",0,2,6,0,0,Wilrijk,482752,2,3,2,0,0,Toby Alderweireld,Belgium,35,80,Defender,4,Belgium
Russia,1.96,"7 February, 1978",0,2,0,0,0,Chimay,345514,0,0,0,0,0,Daniel Van Buyten,Belgium,48,95,Defender,15,Belgium
Russia,1.90,"10 April, 1986",0,2,1,0,0,Ukkel,345773,0,1,0,0,0,Vincent Kompany,Belgium,41,85,Defender,13,Belgium
Russia,1.78,"14 November, 1985",0,0,1,0,0,Kapellen,348168,1,1,0,0,0,Thomas Vermaelen,Belgium,19,75,Defender,3,Belgium
Russia,1.83,"12 January, 1989",0,0,1,0,1,Liege,347225,0,1,1,0,0,Axel Witsel,Belgium,39,76,Midfielder,10,Belgium
Russia,1.94,"22 November, 1987",0,0,1,0,0,Etterbeek,347213,1,4,0,0,2,Marouane Fellaini,Belgium,39,85,Midfielder,7,Belgium
Russia,1.64,"6 May, 1987",0,0,1,1,3,Leuven,443066,5,1,1,0,1,Dries Mertens,Belgium,16,61,Midfielder,3,Belgium
Russia,1.81,"28 June, 1991",0,0,1,0,0,Drongen,483710,2,1,0,0,1,Kevin De Bruyne,Belgium,27,68,Midfielder,7,Belgium
Russia,1.72,"7 January, 1991",1,0,0,2,2,La Louviere,397817,4,1,2,0,0,Eden Hazard,Belgium,25,56,Midfielder,2,Belgium
Russia,1.90,"13 May, 1993",0,0,1,1,1,Antwerp,499317,0,1,0,0,1,Romelu Lukaku,Belgium,8,100,Forward,1,Belgium
Russia,1.89,"24 April, 1987",0,3,0,0,0,Sint-Niklaas,348329,3,0,0,0,0,Jan Vertonghen,Belgium,27,86,Defender,10,Belgium
Russia,1.79,"5 October, 1987",0,0,0,1,2,Liege,347734,0,0,0,0,0,Kevin Mirallas,Belgium,4,72,Forward,3,Belgium
Russia,1.85,"18 April, 1995",0,0,0,2,2,Ostend,724860,0,0,0,1,2,Divock Origi,Belgium,6,75,Forward,1,Belgium
Russia,1.88,"20 March, 1985",0,0,0,0,0,Bruges,347082,0,0,0,0,0,Nicolas Lombaerts,Belgium,0,83,Defender,0,Belgium
Russia,1.85,"24 October, 1987",0,0,0,0,0,Likasi,347131,0,0,0,0,0,Anthony Vanden Borre,DR Congo,0,89,Defender,0,Belgium
Russia,1.73,"15 April, 1988",0,0,0,0,0,Mechelen,347218,0,0,0,0,0,Steven Defour,Belgium,0,70,Midfielder,0,Belgium
Russia,1.80,"5 August, 1985",0,0,0,0,0,Farciennes,347254,0,0,0,0,0,Laurent Ciman,Belgium,0,70,Defender,0,Belgium
Russia,1.85,"16 July, 1987",0,0,0,0,0,Wilrijk,348248,0,0,0,0,0,Moussa Dembele,Belgium,0,82,Midfielder,0,Belgium
Russia,1.87,"2 August, 1989",0,0,0,0,0,Liege,443052,0,0,0,0,0,Nacer Chadli,Belgium,0,80,Midfielder,0,Belgium
Russia,1.80,"5 February, 1995",0,0,0,0,0,Brussels,735764,0,0,0,0,0,Adnan Januzaj,Belgium,0,75,Midfielder,0,Belgium
Belgium,1.85,"25 December, 1986",0,0,1,0,0,Petrozavodsk,589686,2,1,0,0,0,Aleksei Kozlov,USSR,21,78,Defender,4,Russia
Belgium,1.88,"20 June, 1982",0,2,0,0,0,Moscow,349032,0,0,1,0,0,Vasily Berezutskiy,USSR,46,83,Defender,6,Russia
Belgium,1.86,"14 July, 1979",0,2,0,0,1,Moscow,348910,0,0,1,0,0,Sergey Ignashevich,USSR,38,75,Defender,7,Russia
Belgium,1.82,"22 January, 1987",0,3,1,0,0,Moscow,514875,2,1,1,0,0,Dmitry Kombarov,USSR,30,73,Defender,5,Russia
Belgium,1.82,"27 January, 1987",0,0,1,1,3,Millerovo,589004,1,1,0,0,0,Denis Glushakov,USSR,24,72,Midfielder,12,Russia
Belgium,1.78,"19 July, 1984",0,0,0,0,0,Moscow,415208,5,0,1,0,0,Alexander Samedov,USSR,30,75,Forward,4,Russia
Belgium,1.76,"22 April, 1986",0,0,0,2,3,Nakhodka,442366,4,0,4,0,0,Viktor Fayzulin,USSR,43,72,Midfielder,6,Russia
Belgium,1.76,"29 July, 1990",0,0,1,1,1,Nizhny Tagil,649698,2,1,2,0,0,Oleg Shatov,USSR,30,64,Midfielder,0,Russia
Belgium,1.84,"14 July, 1991",0,1,3,2,2,St. Petersburg,566706,2,4,2,0,0,Maksim Kanunnikov,USSR,22,77,Forward,2,Russia
Belgium,1.82,"19 March, 1991",0,0,0,0,2,Moscow,514873,1,1,0,0,0,Alexander Kokorin,USSR,16,79,Forward,0,Russia
Belgium,1.78,"17 June, 1990",0,0,0,0,0,Beslan,481182,0,0,0,0,0,Alan Dzagoev,USSR,2,70,Midfielder,3,Russia
Belgium,1.75,"27 November, 1982",0,0,0,0,0,Kingisepp,367842,0,0,0,0,0,Aleksandr Kerzhakov,USSR,0,76,Forward,0,Russia
Belgium,1.77,"9 February, 1984",0,1,0,0,1,Irkutsk,606860,0,0,0,0,0,Andrey Eshchenko,USSR,11,62,Defender,0,Russia
Belgium,1.80,"20 August, 1983",0,0,0,0,0,Tambov,349037,0,0,0,0,0,Yury Zhirkov,USSR,0,75,Forward,0,Russia
Belgium,1.76,"17 May, 1984",0,0,0,0,0,St. Petersburg,415166,0,0,0,0,0,Igor Denisov,USSR,0,70,Midfielder,0,Russia
Belgium,1.78,"18 February, 1989",0,0,0,0,0,Kingisepp,415170,0,0,0,0,0,Alexey Ionov,USSR,0,68,Forward,0,Russia
Belgium,1.79,"27 April, 1991",0,0,0,0,0,Moscow,482127,0,0,0,0,0,Georgy Shchennikov,USSR,0,69,Defender,0,Russia
Belgium,1.84,"22 May, 1987",0,0,0,0,0,Ulan-Ude,514872,0,0,0,0,0,Vladimir Granat,USSR,0,78,Defender,0,Russia
Belgium,1.83,"25 January, 1993",0,0,0,0,0,Kingisepp,589810,0,0,0,0,0,Pavel Mogilevets,Russia,0,70,Midfielder,0,Russia
Belgium,1.91,"24 March, 1989",0,0,0,0,0,Moscow,709617,0,0,0,0,0,Andrey Semenov,USSR,0,86,Defender,0,Russia
Russia,1.98,"11 May, 1992",0,0,0,0,0,Bree,496415,0,0,0,0,0,Thibaut Courtois,Belgium,0,91,Goalkeeper,0,Belgium
Russia,1.87,"11 August, 1985",0,0,0,0,0,Tielt,346988,0,0,0,0,0,Sammy Bossut,Belgium,0,74,Goalkeeper,0,Belgium
Russia,1.93,"6 March, 1988",0,0,0,0,0,Sint-Truiden,347350,0,0,0,0,0,Simon Mignolet,Belgium,0,87,Goalkeeper,0,Belgium
Belgium,1.92,"19 September, 1980",0,0,0,0,0,Shebekino,481280,0,0,0,0,0,Sergey Ryzhikov,USSR,0,92,Goalkeeper,0,Russia
Belgium,1.86,"26 May, 1990",0,0,0,0,0,Vladimir,541993,0,0,0,0,0,Yury Lodygin,USSR,0,77,Goalkeeper,0,Russia
Algeria,1.80,"24 December, 1986",0,2,4,0,0,Seoul,650483,2,2,1,0,0,Yong Lee,South Korea,44,74,Defender,8,Korea Republic
Algeria,1.88,"12 August, 1989",0,0,0,0,0,Jeju,583083,1,0,0,0,0,Jeong-Ho Hong,South Korea,48,77,Defender,13,Korea Republic
Algeria,1.87,"27 February, 1990",0,2,2,0,0,Jeonju,540414,0,1,0,0,0,Kim Young-Gwon,South Korea,42,74,Defender,4,Korea Republic
Algeria,1.82,"13 February, 1990",0,2,0,0,0,Suwon,583088,3,0,2,0,0,Suk-Young Yun,South Korea,32,74,Defender,2,Korea Republic
Algeria,1.80,"2 July, 1988",0,0,4,0,0,Seoul,473961,6,1,2,0,0,Chung-Yong Lee,South Korea,18,69,Midfielder,7,Korea Republic
Algeria,1.83,"19 April, 1990",0,0,5,0,0,Seoul,540313,0,2,1,0,0,Kook-Young Han,South Korea,26,74,Midfielder,3,Korea Republic
Algeria,1.86,"24 January, 1989",1,1,2,1,1,Gwanju,473962,5,1,1,0,0,Sung-Yueng Ki,South Korea,48,79,Midfielder,1,Korea Republic
Algeria,1.83,"8 July, 1992",0,0,0,2,2,Chuncheon,568442,4,2,3,1,0,Heung-Min Son,South Korea,30,76,Midfielder,4,Korea Republic
Algeria,1.82,"27 February, 1989",0,0,3,1,1,Chungju,537368,1,0,3,1,1,Ja-Cheol Koo,South Korea,31,75,Forward,2,Korea Republic
Algeria,1.83,"10 July, 1985",0,0,2,1,1,Daegu,476950,0,2,1,0,0,Chu-Young Park,South Korea,13,70,Forward,4,Korea Republic
Algeria,1.86,"28 May, 1991",0,0,0,0,1,Jeju,583329,1,2,0,0,0,Dong-Won Ji,South Korea,1,77,Midfielder,0,Korea Republic
Algeria,1.96,"14 April, 1988",0,0,0,1,2,Gwacheon,537371,0,0,1,0,0,Shin-Wook Kim,South Korea,4,94,Forward,0,Korea Republic
Algeria,1.77,"11 April, 1985",1,0,0,0,1,Incheon,461735,1,0,1,0,0,Keun-Ho Lee,South Korea,6,75,Forward,1,Korea Republic
