nome,adversario,Altura,Cartões Amarelos,Assistências,Assistências - Média,Bloqueios,Bloqueios - Média,Carrinhos,Carrinhos - Média,Chutes Certos,Chutes Certos - Média,Chutes ao gol,Chutes ao gol - Média,Cruzamentos,Cruzamentos - Média,Faltas Cometidas,Faltas Cometidas - Média,Faltas Sofridas,Faltas Sofridas - Média,Gols,Gols - Média,Impedimentos,Impedimentos - Média,Jogos,Passes,Passes - Média,Peso,posicao,Roubadas,Roubadas - Média,time,Cartões Vermelhos,Chutes convertidos em gols (%),Acerto de chutes (%),Idade
Patrice Evra,Equador,1.71,1.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0.0,0,0.0,76,Defender,0,0.0,França,0.0,inf,inf,33
Patrice Evra,Suíça,1.71,1.0,0,0.0,0,0.0,0,0.0,0,0.0,1,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0.0,33,0.0,76,Defender,4,0.0,França,0.0,0.0,0.0,33
Patrice Evra,Honduras,1.71,1.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,4,0.0,1,0.0,2,0.0,0,0.0,0,0.0,0.0,58,0.0,76,Defender,1,0.0,França,0.0,inf,inf,33
Patrice Evra,Nigéria,1.71,1.0,0,0.0,1,0.0,0,0.0,0,0.0,0,0.0,2,0.0,0,0.0,1,0.0,0,0.0,0,0.0,0.0,23,0.0,76,Defender,8,0.0,França,0.0,inf,inf,33
Patrice Evra,Alemanha,1.71,1.0,0,0.0,1,0.0,3,0.0,0,0.0,0,0.0,4,0.0,4,0.0,2,0.0,0,0.0,0,0.0,0.0,21,0.0,76,Defender,5,0.0,França,0.0,inf,inf,33
Michael Essien,Portugal,1.80,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0.0,0,0.0,85,Midfielder,0,0.0,Gana,0.0,inf,inf,31
Michael Essien,Alemanha,1.80,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0.0,0,0.0,85,Midfielder,0,0.0,Gana,0.0,inf,inf,31
Michael Essien,Estados Unidos,1.80,0.0,0,0.0,0,0.0,1,0.0,1,0.0,1,0.0,0,0.0,1,0.0,0,0.0,0,0.0,0,0.0,0.0,11,0.0,85,Midfielder,1,0.0,Gana,0.0,0.0,1.0,31
Glen Johnson,Uruguai,1.80,0.0,1,0.0,0,0.0,0,0.0,0,0.0,0,0.0,4,0.0,0,0.0,1,0.0,0,0.0,0,0.0,0.0,59,0.0,70,Defender,8,0.0,Inglaterra,0.0,inf,inf,29
Glen Johnson,Costa Rica,1.80,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0.0,0,0.0,70,Defender,0,0.0,Inglaterra,0.0,inf,inf,29
Glen Johnson,Itália,1.80,0.0,0,0.0,1,0.0,1,0.0,0,0.0,2,0.0,3,0.0,1,0.0,2,0.0,0,0.0,0,0.0,0.0,62,0.0,70,Defender,2,0.0,Inglaterra,0.0,0.0,0.0,29
Georgios Samaras,Japão,1.92,1.0,0,0.0,0,0.0,5,0.0,0,0.0,2,0.0,1,0.0,3,0.0,7,0.0,0,0.0,0,0.0,0.0,11,0.0,86,Forward,5,0.0,Grécia,0.0,0.0,0.0,29
Georgios Samaras,C. Marfim,1.92,1.0,1,0.0,0,0.0,3,0.0,1,0.0,1,0.0,1,0.0,1,0.0,5,0.0,1,0.0,0,0.0,0.0,20,0.0,86,Forward,1,0.0,Grécia,0.0,1.0,1.0,29
Georgios Samaras,Colômbia,1.92,1.0,0,0.0,0,0.0,2,0.0,1,0.0,2,0.0,2,0.0,2,0.0,5,0.0,0,0.0,0,0.0,0.0,23,0.0,86,Forward,3,0.0,Grécia,0.0,0.0,0.5,29
Georgios Samaras,Costa Rica,1.92,1.0,0,0.0,0,0.0,1,0.0,1,0.0,2,0.0,6,0.0,1,0.0,4,0.0,0,0.0,2,0.0,0.0,33,0.0,86,Forward,4,0.0,Grécia,0.0,0.0,0.5,29
Philippe Senderos,Honduras,1.90,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0.0,0,0.0,84,Defender,0,0.0,Suíça,0.0,inf,inf,29
Philippe Senderos,França,1.90,0.0,0,0.0,1,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0.0,57,0.0,84,Defender,3,0.0,Suíça,0.0,inf,inf,29
Philippe Senderos,Equador,1.90,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0.0,0,0.0,84,Defender,0,0.0,Suíça,0.0,inf,inf,29
Philippe Senderos,Argentina,1.90,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0.0,0,0.0,84,Defender,0,0.0,Suíça,0.0,inf,inf,29
Cristiano Ronaldo,Gana,1.85,0.0,0,0.0,0,0.0,1,0.0,7,0.0,9,0.0,1,0.0,1,0.0,5,0.0,1,0.0,0,0.0,0.0,27,0.0,80,Forward,1,0.0,Portugal,0.0,0.1111111111111111,0.7777777777777778,29
Cristiano Ronaldo,Estados Unidos,1.85,0.0,1,0.0,0,0.0,0,0.0,2,0.0,7,0.0,1,0.0,1,0.0,3,0.0,0,0.0,4,0.0,0.0,29,0.0,80,Forward,5,0.0,Portugal,0.0,0.0,0.2857142857142857,29
Cristiano Ronaldo,Alemanha,1.85,0.0,0,0.0,0,0.0,1,0.0,5,0.0,7,0.0,2,0.0,0,0.0,2,0.0,0,0.0,0,0.0,0.0,22,0.0,80,Forward,3,0.0,Portugal,0.0,0.0,0.7142857142857143,29
Javier Mascherano,Irã,1.71,0.0,0,0.0,1,0.0,3,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1,0.0,0,0.0,0,0.0,0.0,103,0.0,74,Midfielder,9,0.0,Argentina,0.0,inf,inf,30
Javier Mascherano,Nigéria,1.71,0.0,0,0.0,0,0.0,0,0.0,1,0.0,1,0.0,0,0.0,1,0.0,4,0.0,0,0.0,0,0.0,0.0,79,0.0,74,Midfielder,5,0.0,Argentina,0.0,0.0,1.0,30
Javier Mascherano,Bósnia,1.71,0.0,0,0.0,2,0.0,1,0.0,1,0.0,1,0.0,0,0.0,2,0.0,0,0.0,0,0.0,0,0.0,0.0,96,0.0,74,Midfielder,3,0.0,Argentina,0.0,0.0,1.0,30
Javier Mascherano,Suíça,1.71,0.0,0,0.0,3,0.0,2,0.0,2,0.0,2,0.0,1,0.0,3,0.0,5,0.0,0,0.0,0,0.0,0.0,83,0.0,74,Midfielder,14,0.0,Argentina,0.0,0.0,1.0,30
Benoit Assou-Ekotto,Croácia,1.78,0.0,0,0.0,3,0.0,0,0.0,0,0.0,0,0.0,4,0.0,1,0.0,0,0.0,0,0.0,0,0.0,0.0,30,0.0,70,Defender,4,0.0,Camarões,0.0,inf,inf,30
Benoit Assou-Ekotto,México,1.78,0.0,0,0.0,0,0.0,0,0.0,1,0.0,2,0.0,4,0.0,2,0.0,1,0.0,0,0.0,0,0.0,0.0,34,0.0,70,Defender,2,0.0,Camarões,0.0,0.0,0.5,30
Didier Zokora,Colômbia,1.83,1.0,0,0.0,0,0.0,1,0.0,0,0.0,0,0.0,0,0.0,1,0.0,0,0.0,0,0.0,0,0.0,0.0,49,0.0,70,Defender,12,0.0,C. Marfim,0.0,inf,inf,33
Didier Zokora,Japão,1.83,1.0,0,0.0,0,0.0,2,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0.0,61,0.0,70,Defender,1,0.0,C. Marfim,0.0,inf,inf,33
Tim Cahill,Chile,1.80,2.0,0,0.0,0,0.0,1,0.0,2,0.0,5,0.0,0,0.0,4,0.0,0,0.0,1,0.0,1,0.0,0.0,21,0.0,75,Forward,0,0.0,Austrália,0.0,0.2,0.4,34
Tim Cahill,Holanda,1.80,2.0,0,0.0,0,0.0,1,0.0,1,0.0,2,0.0,1,0.0,3,0.0,1,0.0,1,0.0,1,0.0,0.0,16,0.0,75,Forward,4,0.0,Austrália,0.0,0.5,0.5,34
Alex Song,Croácia,1.83,0.0,0,0.0,0,0.0,0,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,0,0.0,0,0.0,0.0,20,0.0,74,Midfielder,0,0.0,Camarões,1.0,0.0,1.0,26
Alex Song,México,1.83,0.0,0,0.0,1,0.0,1,0.0,0,0.0,0,0.0,1,0.0,2,0.0,2,0.0,0,0.0,0,0.0,0.0,31,0.0,74,Midfielder,2,0.0,Camarões,1.0,inf,inf,26
Cesc Fabregas,Austrália,1.75,0.0,1,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1,0.0,1,0.0,0,0.0,0,0.0,1,0.0,0.0,31,0.0,75,Midfielder,3,0.0,Espanha,0.0,inf,inf,27
Cesc Fabregas,Holanda,1.75,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0.0,7,0.0,75,Midfielder,2,0.0,Espanha,0.0,inf,inf,27
Cesc Fabregas,Chile,1.75,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0.0,0,0.0,75,Midfielder,0,0.0,Espanha,0.0,inf,inf,27
Reto Ziegler,Honduras,1.83,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0.0,0,0.0,80,Defender,0,0.0,Suíça,0.0,inf,inf,28
Reto Ziegler,França,1.83,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0.0,0,0.0,80,Defender,0,0.0,Suíça,0.0,inf,inf,28
Reto Ziegler,Equador,1.83,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0.0,0,0.0,80,Defender,0,0.0,Suíça,0.0,inf,inf,28
Reto Ziegler,Argentina,1.83,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0.0,0,0.0,80,Defender,0,0.0,Suíça,0.0,inf,inf,28
Andranik Timotian,Argentina,1.78,1.0,0,0.0,0,0.0,2,0.0,0,0.0,0,0.0,0,0.0,2,0.0,1,0.0,0,0.0,0,0.0,0.0,14,0.0,73,Midfielder,8,0.0,Irã,0.0,inf,inf,31
Andranik Timotian,Bósnia,1.78,1.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,2,0.0,4,0.0,2,0.0,0,0.0,0,0.0,0.0,38,0.0,73,Midfielder,13,0.0,Irã,0.0,inf,inf,31
Andranik Timotian,Nigéria,1.78,1.0,0,0.0,0,0.0,9,0.0,1,0.0,2,0.0,0,0.0,6,0.0,0,0.0,0,0.0,0,0.0,0.0,18,0.0,73,Midfielder,7,0.0,Irã,0.0,0.0,0.5,31
Gabriel Paletta,Costa Rica,1.87,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0.0,0,0.0,88,Defender,0,0.0,Itália,0.0,inf,inf,28
Gabriel Paletta,Uruguai,1.87,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0.0,0,0.0,88,Defender,0,0.0,Itália,0.0,inf,inf,28
Gabriel Paletta,Inglaterra,1.87,0.0,0,0.0,3,0.0,1,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0.0,36,0.0,88,Defender,2,0.0,Itália,0.0,inf,inf,28
Leighton Baines,Uruguai,1.72,0.0,0,0.0,0,0.0,1,0.0,0,0.0,0,0.0,5,0.0,2,0.0,1,0.0,0,0.0,0,0.0,0.0,55,0.0,75,Defender,10,0.0,Inglaterra,0.0,inf,inf,29
Leighton Baines,Itália,1.72,0.0,0,0.0,1,0.0,2,0.0,1,0.0,1,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0.0,48,0.0,75,Defender,5,0.0,Inglaterra,0.0,0.0,1.0,29
Johan Djourou,Honduras,1.92,1.0,0,0.0,1,0.0,2,0.0,0,0.0,0,0.0,0,0.0,1,0.0,3,0.0,0,0.0,0,0.0,0.0,16,0.0,87,Defender,10,0.0,Suíça,0.0,inf,inf,27
Johan Djourou,França,1.92,1.0,0,0.0,2,0.0,1,0.0,0,0.0,0,0.0,0,0.0,2,0.0,0,0.0,0,0.0,0,0.0,0.0,52,0.0,87,Defender,4,0.0,Suíça,0.0,inf,inf,27
Johan Djourou,Equador,1.92,1.0,0,0.0,2,0.0,4,0.0,0,0.0,0,0.0,0,0.0,1,0.0,0,0.0,0,0.0,0,0.0,0.0,59,0.0,87,Defender,7,0.0,Suíça,0.0,inf,inf,27
Johan Djourou,Argentina,1.92,1.0,0,0.0,4,0.0,2,0.0,0,0.0,0,0.0,0,0.0,1,0.0,0,0.0,0,0.0,0,0.0,0.0,21,0.0,87,Defender,15,0.0,Suíça,0.0,inf,inf,27
Gary Cahill,Uruguai,1.91,0.0,0,0.0,0,0.0,2,0.0,0,0.0,0,0.0,0,0.0,1,0.0,3,0.0,0,0.0,0,0.0,0.0,40,0.0,71,Defender,28,0.0,Inglaterra,0.0,inf,inf,28
Gary Cahill,Costa Rica,1.91,0.0,0,0.0,1,0.0,1,0.0,0,0.0,0,0.0,0,0.0,1,0.0,0,0.0,0,0.0,0,0.0,0.0,57,0.0,71,Defender,14,0.0,Inglaterra,0.0,inf,inf,28
Gary Cahill,Itália,1.91,0.0,0,0.0,1,0.0,1,0.0,0,0.0,0,0.0,0,0.0,1,0.0,1,0.0,0,0.0,0,0.0,0.0,42,0.0,71,Defender,3,0.0,Inglaterra,0.0,inf,inf,28
Phil Jagielka,Uruguai,1.83,0.0,0,0.0,0,0.0,1,0.0,0,0.0,1,0.0,1,0.0,0,0.0,1,0.0,0,0.0,0,0.0,0.0,43,0.0,83,Defender,9,0.0,Inglaterra,0.0,0.0,0.0,31
Phil Jagielka,Costa Rica,1.83,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0.0,0,0.0,83,Defender,0,0.0,Inglaterra,0.0,inf,inf,31
Phil Jagielka,Itália,1.83,0.0,0,0.0,2,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1,0.0,0,0.0,0,0.0,0,0.0,0.0,49,0.0,83,Defender,4,0.0,Inglaterra,0.0,inf,inf,31
Joe Hart,Costa Rica,1.91,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0.0,0,0.0,80,Goalkeeper,0,0.0,Inglaterra,0.0,inf,inf,27
Joe Hart,Itália,1.91,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0.0,0,0.0,80,Goalkeeper,0,0.0,Inglaterra,0.0,inf,inf,27
Tim Krul,México,1.93,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0.0,0,0.0,84,Goalkeeper,0,0.0,Holanda,0.0,inf,inf,26
Tim Krul,Chile,1.93,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0.0,0,0.0,84,Goalkeeper,0,0.0,Holanda,0.0,inf,inf,26
Tim Krul,Espanha,1.93,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0.0,0,0.0,84,Goalkeeper,0,0.0,Holanda,0.0,inf,inf,26
Tim Krul,Austrália,1.93,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0.0,0,0.0,84,Goalkeeper,0,0.0,Holanda,0.0,inf,inf,26
Cristian Zapata,C. Marfim,1.87,0.0,0,0.0,3,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1,0.0,1,0.0,0,0.0,0,0.0,0.0,27,0.0,82,Defender,6,0.0,Colômbia,0.0,inf,inf,27
Cristian Zapata,Japão,1.87,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0.0,0,0.0,82,Defender,0,0.0,Colômbia,0.0,inf,inf,27
Cristian Zapata,Grécia,1.87,0.0,0,0.0,1,0.0,3,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0.0,48,0.0,82,Defender,4,0.0,Colômbia,0.0,inf,inf,27
Cristian Zapata,Uruguai,1.87,0.0,0,0.0,1,0.0,0,0.0,0,0.0,1,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0.0,41,0.0,82,Defender,7,0.0,Colômbia,0.0,0.0,0.0,27
Valon Behrami,Honduras,1.84,0.0,0,0.0,0,0.0,1,0.0,0,0.0,0,0.0,0,0.0,4,0.0,1,0.0,0,0.0,0,0.0,0.0,27,0.0,78,Midfielder,7,0.0,Suíça,0.0,inf,inf,29
Valon Behrami,França,1.84,0.0,0,0.0,0,0.0,1,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0.0,13,0.0,78,Midfielder,3,0.0,Suíça,0.0,inf,inf,29
Valon Behrami,Equador,1.84,0.0,0,0.0,1,0.0,2,0.0,1,0.0,1,0.0,0,0.0,2,0.0,1,0.0,0,0.0,0,0.0,0.0,76,0.0,78,Midfielder,9,0.0,Suíça,0.0,0.0,1.0,29
Valon Behrami,Argentina,1.84,0.0,0,0.0,3,0.0,1,0.0,0,0.0,0,0.0,0,0.0,2,0.0,4,0.0,0,0.0,0,0.0,0.0,22,0.0,78,Midfielder,9,0.0,Suíça,0.0,inf,inf,29
Andrea Pirlo,Costa Rica,1.77,0.0,0,0.0,0,0.0,2,0.0,1,0.0,1,0.0,1,0.0,1,0.0,4,0.0,0,0.0,0,0.0,0.0,76,0.0,68,Midfielder,4,0.0,Itália,0.0,0.0,1.0,35
Andrea Pirlo,Uruguai,1.77,0.0,0,0.0,1,0.0,0,0.0,1,0.0,3,0.0,2,0.0,1,0.0,5,0.0,0,0.0,0,0.0,0.0,70,0.0,68,Midfielder,4,0.0,Itália,0.0,0.0,0.3333333333333333,35
Andrea Pirlo,Inglaterra,1.77,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1,0.0,0,0.0,0,0.0,1,0.0,0,0.0,0,0.0,0.0,103,0.0,68,Midfielder,0,0.0,Itália,0.0,0.0,0.0,35
Mark Bresciano,Espanha,1.82,0.0,0,0.0,0,0.0,1,0.0,0,0.0,0,0.0,0,0.0,1,0.0,0,0.0,0,0.0,0,0.0,0.0,15,0.0,75,Midfielder,1,0.0,Austrália,0.0,inf,inf,34
Mark Bresciano,Chile,1.82,0.0,0,0.0,0,0.0,1,0.0,2,0.0,3,0.0,2,0.0,2,0.0,0,0.0,0,0.0,0,0.0,0.0,32,0.0,75,Midfielder,0,0.0,Austrália,0.0,0.0,0.6666666666666666,34
Mark Bresciano,Holanda,1.82,0.0,0,0.0,0,0.0,0,0.0,1,0.0,2,0.0,1,0.0,1,0.0,2,0.0,0,0.0,0,0.0,0.0,24,0.0,75,Midfielder,3,0.0,Austrália,0.0,0.0,0.5,34
Sulley Muntari,Alemanha,1.79,2.0,1,0.0,0,0.0,3,0.0,1,0.0,3,0.0,2,0.0,4,0.0,3,0.0,0,0.0,0,0.0,0.0,36,0.0,76,Midfielder,13,0.0,Gana,0.0,0.0,0.3333333333333333,29
Sulley Muntari,Estados Unidos,1.79,2.0,0,0.0,0,0.0,3,0.0,0,0.0,2,0.0,5,0.0,1,0.0,3,0.0,0,0.0,0,0.0,0.0,52,0.0,76,Midfielder,1,0.0,Gana,0.0,0.0,0.0,29
Maxwell,Camarões,1.77,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0.0,0,0.0,73,Defender,0,0.0,Brasil,0.0,inf,inf,32
Maxwell,Croácia,1.77,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0.0,0,0.0,73,Defender,0,0.0,Brasil,0.0,inf,inf,32
Maxwell,México,1.77,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0.0,0,0.0,73,Defender,0,0.0,Brasil,0.0,inf,inf,32
Maxwell,Chile,1.77,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0.0,0,0.0,73,Defender,0,0.0,Brasil,0.0,inf,inf,32
Daniele De Rossi,Costa Rica,1.82,0.0,0,0.0,0,0.0,2,0.0,0,0.0,0,0.0,0,0.0,0,0.0,2,0.0,0,0.0,0,0.0,0.0,97,0.0,83,Midfielder,5,0.0,Itália,0.0,inf,inf,30
Daniele De Rossi,Inglaterra,1.82,0.0,0,0.0,0,0.0,4,0.0,0,0.0,0,0.0,0,0.0,3,0.0,0,0.0,0,0.0,0,0.0,0.0,105,0.0,83,Midfielder,4,0.0,Itália,0.0,inf,inf,30
Maicon,Camarões,1.86,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0.0,0,0.0,77,Defender,0,0.0,Brasil,0.0,inf,inf,32
Maicon,Croácia,1.86,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0.0,0,0.0,77,Defender,0,0.0,Brasil,0.0,inf,inf,32
Maicon,México,1.86,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0.0,0,0.0,77,Defender,0,0.0,Brasil,0.0,inf,inf,32
Maicon,Chile,1.86,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0.0,0,0.0,77,Defender,0,0.0,Brasil,0.0,inf,inf,32
Júlio César,Croácia,1.78,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0.0,0,0.0,79,Goalkeeper,0,0.0,Brasil,0.0,inf,inf,34
Júlio César,México,1.78,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0.0,0,0.0,79,Goalkeeper,0,0.0,Brasil,0.0,inf,inf,34
Júlio César,Chile,1.78,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0.0,0,0.0,79,Goalkeeper,0,0.0,Brasil,0.0,inf,inf,34
Andrea Barzagli,Costa Rica,1.86,0.0,0,0.0,1,0.0,1,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1,0.0,0,0.0,0,0.0,0.0,75,0.0,79,Defender,12,0.0,Itália,0.0,inf,inf,33
Andrea Barzagli,Uruguai,1.86,0.0,0,0.0,0,0.0,2,0.0,1,0.0,1,0.0,0,0.0,2,0.0,0,0.0,0,0.0,0,0.0,0.0,63,0.0,79,Defender,6,0.0,Itália,0.0,0.0,1.0,33
Andrea Barzagli,Inglaterra,1.86,0.0,0,0.0,1,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1,0.0,0,0.0,0,0.0,0,0.0,0.0,51,0.0,79,Defender,0,0.0,Itália,0.0,inf,inf,33
Alberto Aquilani,Costa Rica,1.84,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0.0,0,0.0,77,Midfielder,0,0.0,Itália,0.0,inf,inf,29
Alberto Aquilani,Uruguai,1.84,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0.0,0,0.0,77,Midfielder,0,0.0,Itália,0.0,inf,inf,29
Alberto Aquilani,Inglaterra,1.84,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0.0,0,0.0,77,Midfielder,0,0.0,Itália,0.0,inf,inf,29
Salvatore Sirigu,Costa Rica,1.90,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0.0,0,0.0,80,Goalkeeper,0,0.0,Itália,0.0,inf,inf,27
Salvatore Sirigu,Uruguai,1.90,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0.0,0,0.0,80,Goalkeeper,0,0.0,Itália,0.0,inf,inf,27
Asamoah Gyan,Portugal,1.86,0.0,0,0.0,0,0.0,1,0.0,4,0.0,9,0.0,5,0.0,1,0.0,5,0.0,1,0.0,2,0.0,0.0,11,0.0,77,Forward,2,0.0,Gana,0.0,0.1111111111111111,0.4444444444444444,28
Asamoah Gyan,Alemanha,1.86,0.0,0,0.0,0,0.0,0,0.0,1,0.0,4,0.0,3,0.0,1,0.0,1,0.0,1,0.0,2,0.0,0.0,14,0.0,77,Forward,0,0.0,Gana,0.0,0.25,0.25,28
Asamoah Gyan,Estados Unidos,1.86,0.0,1,0.0,1,0.0,0,0.0,2,0.0,5,0.0,1,0.0,1,0.0,2,0.0,0,0.0,1,0.0,0.0,11,0.0,77,Forward,0,0.0,Gana,0.0,0.0,0.4,28
Bryan Ruiz,Itália,1.87,1.0,0,0.0,1,0.0,1,0.0,2,0.0,2,0.0,1,0.0,5,0.0,0,0.0,1,0.0,0,0.0,0.0,30,0.0,79,Forward,4,0.0,Costa Rica,0.0,0.5,1.0,28
Bryan Ruiz,Inglaterra,1.87,1.0,0,0.0,1,0.0,0,0.0,0,0.0,0,0.0,1,0.0,2,0.0,2,0.0,0,0.0,0,0.0,0.0,33,0.0,79,Forward,6,0.0,Costa Rica,0.0,inf,inf,28
Bryan Ruiz,Uruguai,1.87,1.0,0,0.0,0,0.0,1,0.0,0,0.0,2,0.0,0,0.0,3,0.0,2,0.0,0,0.0,0,0.0,0.0,27,0.0,79,Forward,6,0.0,Costa Rica,0.0,0.0,0.0,28
Bryan Ruiz,Grécia,1.87,1.0,0,0.0,0,0.0,0,0.0,1,0.0,1,0.0,0,0.0,2,0.0,3,0.0,1,0.0,0,0.0,0.0,34,0.0,79,Forward,3,0.0,Costa Rica,0.0,1.0,1.0,28
Sammy Bossut,Coreia,1.87,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0.0,0,0.0,74,Goalkeeper,0,0.0,Bélgica,0.0,inf,inf,28
Sammy Bossut,Rússia,1.87,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0.0,0,0.0,74,Goalkeeper,0,0.0,Bélgica,0.0,inf,inf,28
